Rank,Tactic,TID,Technique,Percentage,Reporter,Year,Type,"extracted_Source"
5,Persistence,"T1505.003","Server Software Component: Web Shell","27.27",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
3,Persistence,"T1505.003","Server Software Component: Web Shell","28.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a"
40,Persistence,"T1505.003","Server Software Component: Web Shell",14,"M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
4,Persistence,"T1505.003","Server Software Component: Web Shell","21.43",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
25,Persistence,"T1505.003","Server Software Component: Web Shell","12.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
4,Persistence,"T1505.003","Server Software Component: Web Shell","23.08",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
8,Persistence,"T1505.003","Server Software Component: Web Shell","15.68","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
3,Persistence,"T1505.003","Server Software Component: Web Shell",25,CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
311,Persistence,"T1505.001","Server Software Component: SQL Stored Procedures","0.2","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
10,Persistence,"T1505.001","Server Software Component: SQL Stored Procedures","3.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
46,Persistence,T1505,"Server Software Component","14.4","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
35,Persistence,T1505,"Server Software Component","11.9","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
40,Persistence,T1505,"Server Software Component",14,"M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
25,Persistence,T1505,"Server Software Component","12.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
377,Impact,T1499,"Endpoint Denial of Service","0.2","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
5,Impact,T1499,"Endpoint Denial of Service","12.5",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
376,Impact,"T1498.001","Network Denial of Service: Direct Network Flood","0.2","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
375,Impact,T1498,"Network Denial of Service","0.2","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
5,Impact,T1498,"Network Denial of Service","12.5",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
144,"Discovery
Defense Evasion","T1497.003","Virtualization / Sandbox Discovery: Time Based Evasion","0.2","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
134,"Discovery
Defense Evasion","T1497.003","Virtualization/Sandbox Evasion: Time-Based Evasion","3.4","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
62,"Discovery
Defense Evasion","T1497.001","Virtualization/Sandbox Evasion: System Checks","10.1","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
40,"Discovery
Defense Evasion","T1497.001","Virtualization / Sandbox Discovery: System Checks","10.1","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
6,"Discovery
Defense Evasion","T1497.001","Virtualisation/Sandbox Evasion: System Checks","18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
28,"Discovery
Defense Evasion","T1497.001","Virtualization/Sandbox Evasion: System Checks","17.7","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Discovery
Defense Evasion","T1497.001","Virtualization/Sandbox Evasion: System Checks","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
87,"Discovery
Defense Evasion","T1497.001","Virtualization/Sandbox Evasion: System Checks","1.5","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
53,"Discovery
Defense Evasion",T1497,"Virtualization/Sandbox Evasion","12.2","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
31,"Discovery
Defense Evasion",T1497,"Virtualization / Sandbox Discovery","13.7","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
13,"Discovery
Defense Evasion",T1497,"Virtualization/Sandbox Evasion","26.9","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Discovery
Defense Evasion",T1497,"Virtualization/Sandbox Evasion","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
24,"Discovery
Defense Evasion",T1497,"Virtualization/Sandbox Evasion","12.7","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
69,"Discovery
Defense Evasion",T1497,"Virtualization/Sandbox Evasion","0.88","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
157,Impact,T1496,"Resource Hijacking","2.3","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
7,Impact,T1496,"Resource Hijacking","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
374,Impact,"T1491.002","Defacement: External Defacement","0.2","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
9,Impact,"T1491.001","Defacement: Internal Defacement","7.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a"
206,Impact,T1491,Defacement,"1.1","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
101,Impact,T1490,"Inhibit System Recovery","5.8","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
5,Impact,T1490,"Inhibit System Recovery","27.27",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
8,Impact,T1490,"Inhibit System Recovery","10.71",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a"
39,Impact,T1489,"Service Stop","15.9","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
7,Impact,T1489,"Service Stop","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
9,Impact,T1489,"Service Stop","7.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a"
16,Impact,T1486,"Data Encrypted for Impact","25.5","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
5,Impact,T1486,"Data Encrypted for Impact","27.27",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
2,Impact,T1486,"Data Encrypted for Impact","32.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a"
145,Impact,T1485,"Data Destruction","2.8","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
9,Impact,T1485,"Data Destruction","7.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a"
10,"Prvilege Escalation
Defense Evasion","T1484.002","Domain Policy Modification: Domain Trust Modification","3.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
181,"Prvilege Escalation
Defense Evasion","T1484.001","Domain Policy Modification: Group Policy Modification","1.5","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
81,"Prvilege Escalation
Defense Evasion","T1484.001","Domain Policy Modification: Group Policy Modification",2,"M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
7,"Prvilege Escalation
Defense Evasion","T1484.001","Domain Policy Modification: Group Policy Modification","14.29",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a"
210,"Prvilege Escalation
Defense Evasion","T1484.001","Domain Policy Modification: Group Policy Modification","0.8","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
130,"Prvilege Escalation
Defense Evasion","T1484.001","Domain Policy Modification: Group Policy Modification","0.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
6,"Prvilege Escalation
Defense Evasion","T1484.001","Domain Policy Modification: Group Policy Modification","7.69",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
180,"Prvilege Escalation
Defense Evasion",T1484,"Domain Policy Modification","1.5","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
81,"Prvilege Escalation
Defense Evasion",T1484,"Domain Policy Modification",2,"M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
210,"Prvilege Escalation
Defense Evasion",T1484,"Domain Policy Modification","0.8","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
130,"Prvilege Escalation
Defense Evasion",T1484,"Domain Policy Modification","0.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
52,Discovery,T1482,"Domain Trust Discovery","12.6","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
52,Discovery,T1482,"Domain Trust Discovery","6.8","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
5,Discovery,T1482,"Domain Trust Discovery","27.27",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
4,Discovery,T1482,"Domain Trust Discovery","25.00",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a"
77,Discovery,T1482,"Domain Trust Discovery","8.2","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,Discovery,T1482,"Domain Trust Discovery","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
6,Discovery,T1482,"Domain Trust Discovery","7.69",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
9,Discovery,T1482,"Domain Trust Discovery",5,"Red Canary",2020,Private,"https://issa-centralmd.org/wp-content/uploads/2021-01-27-Red-Canary-Threat-Detection-Report.pdf"
62,Discovery,T1482,"Domain Trust Discovery","1.32","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
9,"Defense Evasion","T1480.001","Execution Guardrails: Environmental Keying","7.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a"
311,"Defense Evasion","T1480.001","Execution Guardrails: Environmental Keying","0.2","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Defense Evasion","T1480.001","Execution Guardrails: Environmental Keying","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
357,"Defense Evasion",T1480,"Execution Guardrails","0.2","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
127,"Defense Evasion",T1480,"Execution Guardrails","3.7","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Defense Evasion",T1480,"Execution Guardrails","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
87,"Defense Evasion",T1480,"Execution Guardrails","1.5","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
74,"Defense Evasion",T1480,"Execution Guardrails","0.44","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
118,"Defense Evasion","T1222.002","File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification","4.1","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
7,"Defense Evasion","T1222.002","File and Directory Permissions Modifications: Linux and Mac File and Directory Permissions Modification","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
249,"Defense Evasion","T1222.002","File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification","0.5","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Defense Evasion","T1222.002","File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
203,"Defense Evasion","T1222.001","File and Directory Permissions Modification: Windows File and Directory Permissions Modification","1.1","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
230,"Defense Evasion","T1222.001","File and Directory Permissions Modification: Windows File and Directory Permission Modification","0.6","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
82,"Defense Evasion",T1222,"File and Directory Permissions Modification","7.9","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
170,"Defense Evasion",T1222,"File and Directory Permissions Modification","1.7","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Defense Evasion",T1221,"Template Injection","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
363,"Defense Evasion",T1220,"XSL Script Processing","0.2","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
6,"Command and Control",T1219,"Remote Access Software","18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
6,"Command and Control",T1219,"Remote Access Software","17.86",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a"
176,"Command and Control",T1219,"Remote Access Software","1.4","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
5,"Command and Control",T1219,"Remote Access Software","14.29",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
105,"Command and Control",T1219,"Remote Access Software","0.7","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
52,"Command and Control",T1219,"Remote Access Software","2.2","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
4,"Command and Control",T1219,"Remote Access Software","18.75",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
296,"Defense Evasion","T1218.014","System Binary Proxy Execution: MMC","0.4","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
50,"Defense Evasion","T1218.011","System Binary Proxy Execution: Rundll32","12.9","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
8,"Defense Evasion","T1218.011",Rundll32,"10.3","Red Canary",2024,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2024ThreatDetectionReport_RedCanary.pdf?version=0"
5,"Defense Evasion","T1218.011",Rundll32,"14.6","Red Canary",2023,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2023_ThreatDetectionReport_RedCanary.pdf"
2,"Defense Evasion","T1218.011",Rundll32,"23.3","Red Canary",2022,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf"
134,"Defense Evasion","T1218.011","System Binary Proxy Execution: Rundll32","3.4","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Defense Evasion","T1218.011","System Binary Proxy Execution: Rundll32","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
130,"Defense Evasion","T1218.011","System Binary Proxy Execution: Rundll32","0.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
6,"Defense Evasion","T1218.011","System Binary Proxy Execution: Rundll32","7.69",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
4,"Defense Evasion","T1218.011","System Binary Proxy Execution: Rundll32","18.75",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
176,"Defense Evasion","T1218.010","System Binary Proxy Execution: Regsvr32","1.7","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
